COD;MUNI;cv_bcg;prop_populacao_com_renda_menosqmeio_SM;prop_populacao_pobreza_extrema;Renda_media_domic_per_capita;Taxa_de_analfabetismo;Taxa_de_desemprego_16a_emais;PIB_per_capita;Saneamento_inadequado;Taxa_urbanizacao;Gini;CoberturaESF;CoberturaAB;Inc_tb22;mort_tb22;prop_cont22;populacao_residente
314970;PERDIGAO;87.64;11.45;0.44;560;6.6;1.3;12124.85;4.55;88.22;0.3521;100;100;25.01250648;0;0;11994
314980;PERDIZES;125.13;20.69;1.1;642;7.9;2.65;34482.95;17.02;68.97;0.5539;100;100;0;0;0;16469
314990;PERDOES;107.14;30.93;1.08;386;7.6;5.48;16594.22;3.99;88.5;0.5421;96.77;100;18.5382576;0;100;21577
314995;PERIQUITO;124.27;58.98;6.23;257;18.6;10.65;10358.53;7.36;75.17;0.4407;100;100;14.84119892;14.84119892;0;6738
315000;PESCADOR;117.02;58.56;9.72;271;18.9;10.16;7828.63;19.54;78.95;0.5331;100;100;23.46866989;0;100;4261
315010;PIAU;54.84;36.54;2.72;424;12.3;3.7;14330.92;14.82;58.78;0.4228;100;100;0;0;0;2719
315015;PIEDADE DE CARATINGA;65.31;50.71;5.42;310;17.3;6.65;7407.3;9.06;64.73;0.4673;100;100;22.64492798;11.32246399;100;8832
315020;PIEDADE DE PONTE NOVA;94.23;46.58;2.82;411;15.1;9.66;9724.43;8.26;78.24;0.3874;100;100;24.14875603;0;85.7142868;4141
315030;PIEDADE DO RIO GRANDE;109.09;44.89;5.22;354;12.9;3.15;27189.04;19.83;73.84;0.4664;100;100;0;0;0;4436
315040;PIEDADE DOS GERAIS;100;42.14;6.84;335;14.6;3.56;8864.86;44.22;45.73;0.4856;100;100;0;0;0;5034
315050;PIMENTA;119.67;23.94;1.37;416;8.2;2.38;15994.73;4.41;84.32;0.4547;0;0;0;0;0;8715
315053;PINGO-D'AGUA;75;58.02;4.9;223;17;9.21;6868.15;6.99;91.29;0.4411;100;100;39.7693367;19.88466835;0;5029
315057;PINTOPOLIS;71.62;66.87;21.27;192;17.7;5.91;5769.22;33.91;35.11;0.5477;100;100;39.78779984;0;100;7540
315060;PIRACEMA;72.22;39.95;2.99;338;11.8;2.43;12609.2;26.41;47.36;0.4425;100;100;0;0;0;6386
315070;PIRAJUBA;90.41;25.75;1.4;706;7.9;3.74;38075.26;9.43;88.72;0.5324;55.65;100;30.81189346;0;0;6491
315080;PIRANGA;86.99;60.73;12.26;209;12;4.68;6689.51;54.04;34.58;0.5215;100;100;0;0;0;17641
315090;PIRANGUCU;184.48;36.87;2.37;426;8.5;3.96;8049.95;16.41;33.97;0.4668;63.05;100;18.1686039;0;0;5504
315100;PIRANGUINHO;118.75;30.55;1.61;439;7;5.67;8933.39;3.28;61.79;0.4333;100;100;34.55027008;0;0;8683
315110;PIRAPETINGA;90.2;34.97;1.82;364;7.3;5.65;34167.71;10.06;87.82;0.4774;100;100;0;9.266982079;0;10791
315120;PIRAPORA;137.09;39.65;3.52;475;6.7;11.03;23632.59;1.89;98.16;0.5515;100;100;21.11003685;3.518339396;100;56845
315130;PIRAUBA;74.79;22.41;0.83;439;9.6;2.97;10292.41;12.48;81.15;0.3714;100;100;55.90756607;0;100;10732
315140;PITANGUI;68.34;24.15;1.76;343;5;5.59;13732.96;2.45;89.38;0.4795;73.96;73.96;7.034080029;0;100;28433
315150;PIUMHI;103.17;19.44;0.81;481;6;3.77;15325.65;3.37;89.59;0.4741;99.45;100;17.07601738;5.692005634;100;35137
315160;PLANURA;136.52;18.47;0.78;564;8.7;5.45;24106.23;2.16;97.18;0.4409;0;69.23;40.17677689;0;0;12445
315170;POCO FUNDO;68.39;24.22;1.32;451;6.2;2.69;10425.04;24.94;58.16;0.4505;41.09;77.36;5.917159557;0;100;16900
315180;POCOS DE CALDAS;96.75;14.41;0.5;406;3.4;5.9;36263.93;0.55;97.56;0.5056;72.13;93.01;10.59833527;0.588796377;112.5;169838
315190;POCRANE;45.45;51.89;6.56;294;17.8;2.94;6964.84;29.19;60.08;0.4667;100;100;0;0;0;8288
315200;POMPEU;83.98;36.76;2.48;527;10.6;6.15;16574.21;9.67;88.44;0.5352;97.6;97.6;3.100967407;0;0;32248
315210;PONTE NOVA;133.6;28.59;1.97;339;6.2;8.69;19000.87;6.39;89.19;0.5173;75.07;90.14;29.99850082;0;73.33333588;60003
315213;PONTO CHIQUE;77.55;60.74;17.21;231;15.2;11.48;7305.77;30.73;65.08;0.4594;100;100;23.22880363;0;0;4305
315217;PONTO DOS VOLANTES;69.7;67.2;22.46;194;30.4;9.29;6832.4;46.49;35.53;0.5371;100;100;24.51981926;0;72.72727203;12235
315220;PORTEIRINHA;71.4;60.54;15.14;215;21.3;7.8;6508.34;25.45;51.39;0.5106;100;100;15.86336327;0;100;37823
315230;PORTO FIRME;2.27;47.77;6.59;303;12.5;5.49;6748;38.94;46.38;0.4663;100;100;0;0;0;11414
315240;POTE;164.77;61.08;13.15;255;26.2;7.46;6693.44;32.56;59.6;0.4834;100;100;0;0;0;16675
315250;POUSO ALEGRE;63.26;15.92;0.71;487;3.9;5.58;36439.66;2.19;91.56;0.4917;66.37;81.8;16.85105705;2.592470169;81.8181839;154293
315260;POUSO ALTO;74.32;34.26;1.74;434;8.4;3.27;19017.68;15.53;58.88;0.6336;100;100;51.17707443;0;66.66666412;5862
315270;PRADOS;67.29;41.88;2.01;358;5.5;4.49;14375.09;10.02;70.74;0.4834;100;100;10.95530224;0;100;9128
315280;PRATA;64.89;21.91;0.59;783;8.9;3.6;27736.86;17.85;75.11;0.5155;99.08;99.08;17.74748802;3.549497843;0;28173
315290;PRATAPOLIS;84.81;23.25;0.71;595;8.3;5.6;13169.06;4.79;88.49;0.45;100;100;0;0;0;8530
315300;PRATINHA;154.55;34.02;1.57;661;12.3;3.58;16368.42;32.51;53.87;0.5571;95.75;95.75;0;0;0;3658
315310;PRESIDENTE BERNARDES;141.03;52.8;8.45;252;11.9;2.33;5984.59;44.47;29.66;0.4652;100;100;0;0;0;5315
315320;PRESIDENTE JUSCELINO;72;50.23;6.64;365;21.1;5.62;12000.01;44.52;47.24;0.4133;94.75;94.75;27.99552155;0;0;3572
315330;PRESIDENTE KUBITSCHEK;53.66;61.02;8.66;210;13.3;8.57;6698.32;14.34;68.16;0.4664;100;100;33.33333206;0;100;3000
315340;PRESIDENTE OLEGARIO;112.42;31.67;2.52;417;10.2;5.18;17794.55;26.4;70.79;0.4574;88.13;100;0;0;0;19680
315350;ALTO JEQUITIBA;119.61;45.78;7.03;305;10.1;2.73;7418.17;32.6;51.7;0.5113;100;100;0;0;0;8286
315360;PRUDENTE DE MORAIS;81.05;34.07;2.42;510;6.6;10.71;12606.12;0.15;96.09;0.4285;100;100;0;0;0;10931
315370;QUARTEL GERAL;122.22;34.45;2.82;970;12.3;3.7;11761.5;12.03;83.74;0.4738;96.83;100;0;0;0;3603
315380;QUELUZITO;92.31;34.62;3.24;462;6;0.95;10195.95;29.4;45.51;0.4657;100;100;0;0;0;1948
315390;RAPOSOS;48.58;27.63;1.51;395;5.4;7.24;7944.2;1.3;94.85;0.5235;84.38;84.38;18.18071556;0;100;16501
315400;RAUL SOARES;171.49;44.51;6.83;269;13.7;4.3;8792.2;30.86;65.01;0.5153;100;100;25.35604095;12.67802048;90;23663
315410;RECREIO;94.74;39.63;2.72;343;11.1;6.97;7010.51;9.29;88.1;0.4779;98.41;98.41;28.51169014;0;0;10522
315415;REDUTO;93.22;47.57;5.36;342;13.4;7.04;8820.49;29.54;55.53;0.5262;100;100;0;0;0;7247
315420;RESENDE COSTA;86.07;31.73;2.85;360;5.9;1.48;9339.47;9.21;80.42;0.4852;90;90;0;0;0;11578
315430;RESPLENDOR;108.68;48.44;4.72;317;14;7.06;12327.16;16.87;75.09;0.5531;79.32;79.32;40.23913574;0;100;17396
315440;RESSAQUINHA;82.61;40.75;2.73;269;11.4;6;27713.85;23.5;64.17;0.429;100;100;0;0;0;4826
315445;RIACHINHO;40.23;61.24;12.7;245;14.4;4.52;9852.08;34.75;55.39;0.4904;100;100;0;0;0;8132
315450;RIACHO DOS MACHADOS;42.62;66.5;12.6;218;21.7;10.43;7866.82;41.66;48.07;0.4462;100;100;0;0;0;9471
315460;RIBEIRAO DAS NEVES;81;32.25;1.69;428;6.2;7.72;9091.72;0.43;99.27;0.408;52.54;65.38;30.16856384;1.171594739;0;341415
315470;RIBEIRAO VERMELHO;177.5;23.58;0.95;600;4.7;9.69;21651.88;2.72;92.6;0.4373;85.54;85.54;0;0;0;4061
315480;RIO ACIMA;68.7;29.7;2.07;409;7.9;6.05;21053.26;2.43;87.39;0.4747;100;100;19.00418091;0;0;10524
315490;RIO CASCA;75.93;43.82;3.56;302;11.2;11.27;11030.17;11.58;79.81;0.4741;100;100;37.35803986;0;100;13384
315500;RIO DOCE;70.83;46.21;2.9;340;12.5;10.83;10001.19;6.06;67.06;0.4538;100;100;38.02281189;0;0;2630
315510;RIO DO PRADO;107.27;65.45;14.37;215;24.6;15.12;6006.43;28.48;52.33;0.5025;100;100;0;0;0;5117
315520;RIO ESPERA;35.71;60.47;15.97;216;12.8;8.78;6053.8;43.44;39.59;0.4858;100;100;0;0;0;5332
315530;RIO MANSO;23.91;29.44;2.51;426;10.6;2.72;11059.02;24.81;53.26;0.4371;100;100;33.76097107;0;0;5924
315540;RIO NOVO;110.11;35.29;2.72;506;9.1;7.57;9457.93;4.42;86.54;0.478;100;100;55.77867126;0;100;8964
315550;RIO PARANAIBA;91.4;24.19;1.1;557;7.4;2.5;30298.14;26.4;61.32;0.5104;100;100;8.093234062;0;100;12356
315560;RIO PARDO DE MINAS;78.43;61.75;17.2;205;23.7;4.35;7117.23;35.14;40.18;0.532;100;100;0;0;0;31171
315570;RIO PIRACICABA;97.56;35.06;2.41;351;8.1;9.42;43258.81;8.79;79.67;0.4661;72.18;100;0;0;0;14325
315580;RIO POMBA;97.75;28.6;2.28;378;7.9;4.35;12411.53;13.23;84.48;0.4736;100;100;33.32037354;0;0;18007
315590;RIO PRETO;65.96;45.35;3.76;381;10.1;6.65;9020.15;7.71;84.11;0.5295;100;100;18.20498848;0;0;5493
315600;RIO VERMELHO;94.89;72.21;24.97;187;25.3;4.8;6351.49;50.86;40.17;0.5642;100;100;0;0;0;12635
315610;RITAPOLIS;39.22;43.07;2.24;358;8.4;5.21;8896.83;20.89;69.18;0.4405;100;100;0;0;0;4521
315620;ROCHEDO DE MINAS;67.65;27.57;2.48;462;9;2.89;10131.57;5.41;90.45;0.3875;100;100;0;0;0;2335
315630;RODEIRO;95;19.18;0.28;610;6.8;1.93;40241.49;7.09;80.91;0.4623;100;100;36.00144196;0;87.5;8333
315640;ROMARIA;146.51;23.32;0.91;695;8.7;2.93;64584.38;15.3;75.5;0.5473;97.65;97.65;0;0;0;3507
315645;ROSARIO DA LIMEIRA;4.17;40.61;6.35;276;13.4;2.89;7640.56;34.65;54.06;0.4884;100;100;0;0;0;4648
315650;RUBELITA;96.36;67.69;18.09;223;20.7;8.83;5598.76;43;32.37;0.5019;100;100;0;0;0;5609
315660;RUBIM;62.79;58.23;12.74;297;26.9;10.87;6417.59;20.71;77.66;0.4906;100;100;29.21413994;0;100;10269
315670;SABARA;57.93;28.67;1.58;404;5;7.43;14946.17;1.53;97.48;0.4693;55.67;85.92;26.83551216;0;90.7692337;137877
315680;SABINOPOLIS;104.76;51.81;8.44;285;16.6;6.22;8377.97;32.25;64.54;0.5231;100;100;13.01744366;0;100;15364
315690;SACRAMENTO;106.64;16.82;1.04;525;6;4.95;30565.67;10.86;80.66;0.4481;100;100;7.531254768;3.765627384;100;26556
315700;SALINAS;36.4;49.58;8.63;241;16.7;5.03;10925.98;15.11;78.4;0.6637;100;100;9.554748535;2.388687134;100;41864
315710;SALTO DA DIVISA;96.72;64.65;11.87;268;26.1;17.01;10990.49;12.78;83.82;0.5327;100;100;0;0;0;7014
315720;SANTA BARBARA;88.86;34.28;2.8;332;4.7;11.12;22747.61;5.18;88.94;0.4839;100;100;34.51197052;0;96.55172729;31873
315725;SANTA BARBARA DO LESTE;104.8;49.23;9.15;289;13.4;5.51;7285.85;36.2;51.73;0.4405;100;100;0;0;0;8212
315727;SANTA BARBARA DO MONTE VERDE;56.41;52.34;3.56;376;14.8;3.77;11749.32;20.13;57.75;0.5218;100;100;0;0;0;3212
315730;SANTA BARBARA DO TUGURIO;132.14;48.67;4.59;304;14.1;4.56;10090.4;36.53;47.86;0.4207;100;100;22.80501747;0;100;4385
315733;SANTA CRUZ DE MINAS;70.71;29.05;2.01;0;5.8;7.67;8481.18;0;100;0.3938;100;100;0;0;0;8723
315737;SANTA CRUZ DE SALINAS;25.49;66.12;26.08;199;26.3;8.91;7076.61;43.98;26.18;0.4961;100;100;0;0;0;4074
315740;SANTA CRUZ DO ESCALVADO;104.88;50.9;6.7;303;14.9;7.66;8048.97;25.16;34.66;0.4597;100;100;0;0;0;4693
315750;SANTA EFIGENIA DE MINAS;128.57;59.36;14.26;203;19.8;10.68;6307.16;32.96;66.37;0.4866;100;100;22.96738625;0;100;4354
315760;SANTA FE DE MINAS;121.43;65.93;13.25;244;20;7.93;7470.67;42.01;57.74;0.5377;89.7;89.7;0;0;0;3806
315765;SANTA HELENA DE MINAS;58.43;75.28;24.88;164;30.1;5.43;5246.97;32.11;62.25;0.4983;100;100;15.61036491;0;0;6406
315770;SANTA JULIANA;113.17;17.26;0.9;644;5.2;3.05;35599.19;4.27;86.4;0.4463;73.91;73.91;0;0;0;14497
315780;SANTA LUZIA;55.16;28.78;1.48;314;4.6;7.16;14813.24;1.18;99.72;0.4495;80.29;83.37;19.3951416;3.157348633;72.22222137;221705
315790;SANTA MARGARIDA;135.02;57.81;7.15;298;11.4;5.49;10717.59;26.03;50.8;0.6193;100;100;0;0;0;16393
315800;SANTA MARIA DE ITABIRA;141.88;51.21;3.97;281;12.3;7.91;12520;24.37;60.05;0.4567;100;100;9.202171326;0;0;10867
315810;SANTA MARIA DO SALTO;136.96;57.9;10;243;27.6;8.13;6240.05;23.25;70.82;0.4477;100;100;0;0;0;5203
315820;SANTA MARIA DO SUACUI;109.55;56.27;11.89;231;23.1;8.32;7064.86;24.15;74.48;0.5459;0;0;20.53809738;6.846032619;100;14607
315830;SANTANA DA VARGEM;125.33;23.15;0.58;391;7.9;4.19;16450.66;21.44;72.99;0.4021;100;100;14.19043541;0;0;7047
315840;SANTANA DE CATAGUASES;108;38.37;2.55;347;12.5;6.27;10163.63;14.11;80.54;0.4122;100;100;51.16398239;0;100;3909
315850;SANTANA DE PIRAPAMA;109.26;46.69;4.77;311;18.4;1.58;9047.69;57.82;41.59;0.4258;45.15;45.15;0;0;0;7538
315860;SANTANA DO DESERTO;114.81;41.23;3.32;358;11.1;7.37;7721.23;7.79;36.37;0.4672;86.77;86.77;75.28231049;0;100;3985
315870;SANTANA DO GARAMBEU;40.91;52.58;6.44;330;19;6.98;9626.16;23.82;73.95;0.5441;100;100;0;0;0;2494
315880;SANTANA DO JACARE;78.05;34.42;2.42;402;14.6;4.47;10803.72;3.19;96.11;0.4176;100;100;0;0;0;4847
315890;SANTANA DO MANHUACU;82.67;51.22;9.84;283;16.2;4.06;7239.57;40.2;48.26;0.4831;100;100;23.09468842;0;0;8660
315895;SANTANA DO PARAISO;32.86;33.24;2.25;415;9.7;10.37;15451.23;2.36;92.61;0.4314;89.58;100;27.74078941;5.548158169;100;36048
315900;SANTANA DO RIACHO;52.83;53.46;4.63;321;16.4;1.78;10022.88;19.43;56.65;0.5293;80.33;80.33;0;0;0;4334
315910;SANTANA DOS MONTES;74.19;47.47;7.43;286;10.9;3.81;7357.88;34.06;59.97;0.4053;100;100;26.6453495;0;0;3753
315920;SANTA RITA DE CALDAS;165.22;24.83;1.33;395;7.9;2.97;14743.55;27.24;62.65;0.4322;100;100;0;0;0;8900
315930;SANTA RITA DE JACUTINGA;100;33.64;2.54;389;11.5;5.61;9046.83;14.34;75.19;0.4763;70.64;100;0;0;0;4843
315935;SANTA RITA DE MINAS;80.56;47.7;4.78;306;15.6;6.16;8791.7;14.06;72.92;0.4488;100;100;40.97241211;0;0;7322
315940;SANTA RITA DE IBITIPOCA;110.34;53.74;7.24;362;17;3.9;9154.76;27.71;62.32;0.5147;100;100;0;0;0;3380
315950;SANTA RITA DO ITUETO;93.26;52.27;7.61;340;18.6;2.01;12422.54;42.59;40.55;0.45;100;100;18.42978287;0;100;5426
315960;SANTA RITA DO SAPUCAI;81.57;23.71;0.61;347;8.4;4.52;31336.01;8.7;85.97;0.4942;63.8;88.07;9.044453621;2.261113405;0;44226
315970;SANTA ROSA DA SERRA;97.37;25.92;2.33;575;11.8;1.66;11719.51;13.52;61.2;0.4704;100;100;0;0;0;3364
315980;SANTA VITORIA;98.62;21.13;0.95;541;11.6;4.5;26425.8;11.49;82.29;0.4711;100;100;5.000750065;0;0;19997
315990;SANTO ANTONIO DO AMPARO;157.3;41.4;2.07;366;12.1;5.11;9897.84;6.15;87.56;0.4365;55.87;55.87;0;5.348451614;0;18697
316000;SANTO ANTONIO DO AVENTUREIRO;117.86;32.13;1.82;426;14;1.29;9743.73;21.01;67.18;0.4255;95.78;100;0;0;0;3602
316010;SANTO ANTONIO DO GRAMA;159.09;44.42;3.23;293;16.6;7.09;10509.34;11.71;82.37;0.4238;100;100;0;0;0;3861
316020;SANTO ANTONIO DO ITAMBE;76.92;71.51;20.8;205;23.2;2.02;7140.74;44.47;29.75;0.4796;100;100;0;0;0;3763
316030;SANTO ANTONIO DO JACINTO;94.12;65.98;21.73;229;28.3;7.62;5622.21;40.04;54;0.5323;100;100;25.92912674;0;100;11570
316040;SANTO ANTONIO DO MONTE;98.32;18.69;0.5;419;5.7;2.07;14928.47;8.91;85.44;0.4941;100;100;6.992273331;3.496136665;100;28603
316045;SANTO ANTONIO DO RETIRO;77.5;80.1;30.57;161;32.3;13.61;5496.9;44.49;22.86;0.5951;100;100;0;0;0;7316
316050;SANTO ANTONIO DO RIO ABAIXO;53.33;58.72;10.52;277;19.5;5.67;11146.21;40.79;49.97;0.5286;100;100;0;0;0;1756
316060;SANTO HIPOLITO;100;53.39;3.42;403;17.3;6.33;10532.6;19.21;69.46;0.5459;100;100;0;0;0;3044
316070;SANTOS DUMONT;115.23;35.24;2.84;297;7.1;10.78;12222.45;4.5;89.27;0.5098;89.06;95.51;36.67191696;2.157171488;100;46357
316080;SAO BENTO ABADE;111.25;33.01;1.77;538;11.8;4.13;9976.61;6.93;92.59;0.4277;100;100;36.96174622;0;100;5411
316090;SAO BRAS DO SUACUI;58.33;43.65;2.16;434;3.2;10.09;19133.64;6.53;89.07;0.5402;100;100;0;0;0;3770
316095;SAO DOMINGOS DAS DORES;80.41;59.35;6.77;259;12;4.16;7620.08;4.74;47.67;0.4828;100;100;0;0;0;5672
316100;SAO DOMINGOS DO PRATA;83.54;36.58;2.72;326;8.6;5.25;10600.08;31.24;60.52;0.4948;100;100;0;0;0;17296
316105;SAO FELIX DE MINAS;161.54;60.1;12.96;270;23.3;6.61;9183.35;34.19;61.77;0.4679;100;100;0;0;0;3354
316110;SAO FRANCISCO;183.33;63.42;18.42;188;17.1;8.31;6525.77;25.33;63.54;0.5575;91.88;100;14.12803555;0;60;56625
316120;SAO FRANCISCO DE PAULA;61.97;30.2;1.4;409;11.4;3.13;9751.36;9.11;71.74;0.3891;100;100;0;0;0;6512
316130;SAO FRANCISCO DE SALES;68;28.81;1.25;490;10.3;6;21895.64;20.53;75;0.5311;55.31;100;0;0;0;6309
316140;SAO FRANCISCO DO GLORIA;113.33;41.46;5.29;317;14.9;5.69;7782.39;28;60.49;0.4742;100;100;0;0;0;4758
316150;SAO GERALDO;55.56;32.66;2.35;341;9.6;2.82;11505.32;22.73;70.84;0.4168;100;100;47.05513382;15.68504429;100;12751
316160;SAO GERALDO DA PIEDADE;144.83;56.34;9.6;300;19.8;7.17;8236.72;28.09;24.01;0.5563;100;100;0;0;0;3860
316165;SAO GERALDO DO BAIXIO;133.33;50.23;6.62;346;20.7;3.31;7319.34;26.55;69.99;0.4981;85.99;100;48.73294449;0;100;4104
316170;SAO GONCALO DO ABAETE;109.84;37.32;4.19;469;11.3;4.07;25949.91;17.45;66.54;0.4736;82.25;100;11.72745419;0;100;8527
316180;SAO GONCALO DO PARA;88.89;25.8;0.95;469;5.8;3.94;13424.73;3.99;76.55;0.4079;100;100;15.65435219;0;100;12776
316190;SAO GONCALO DO RIO ABAIXO;106.12;45.2;3.28;321;11.7;10.23;340688.49;4.83;47.55;0.4787;100;100;0;0;0;11114
316200;SAO GONCALO DO SAPUCAI;68.71;29.02;1.89;412;8.3;5.2;20697.19;7.12;82.58;0.528;54.23;71.91;15.58239174;0;0;25670
316210;SAO GOTARDO;68.75;19.49;0.6;553;7.3;3.3;16181.65;5.31;94.47;0.5173;100;100;22.17049026;2.771311283;100;36084
316220;SAO JOAO BATISTA DO GLORIA;109.38;19.64;1.12;1035;9.6;7.08;32832.76;2.94;81.41;0.4537;100;100;0;0;0;7541
316225;SAO JOAO DA LAGOA;36.76;64.91;16.18;234;14.7;5.69;8976.98;37.24;52.3;0.4877;100;100;0;0;0;4949
316230;SAO JOAO DA MATA;145.83;28.77;1.16;441;12.2;3.54;11414.1;20.04;64.15;0.4016;100;100;72.91287231;0;0;2743
316240;SAO JOAO DA PONTE;139.19;66.11;23.25;175;30.7;6.61;5768.38;12.49;34.14;0.4828;100;100;39.94726944;0;92.92929077;25033
316245;SAO JOAO DAS MISSOES;110.22;77.88;33.85;144;29;12.63;4222.2;43.21;20.88;0.5225;100;100;45.34461975;0;100;13232
316250;SAO JOAO DEL REI;84.9;25.1;0.98;391;3.5;6.3;16777.67;2.09;94.54;0.5258;68.94;90.42;2.200292587;0;0;90897
316255;SAO JOAO DO MANHUACU;144.44;49.48;8.78;288;14;1.49;10638.37;32.57;46.91;0.5878;100;100;8.485363007;0;0;11785
316257;SAO JOAO DO MANTENINHA;111.29;48.09;3.98;486;22;9.65;8879.57;8.69;55.99;0.443;100;100;0;0;0;5975
316260;SAO JOAO DO ORIENTE;97.47;46.26;3.96;282;17.5;5.61;7478.19;14.06;80.33;0.4496;100;100;13.52630901;0;100;7393
316265;SAO JOAO DO PACUI;63.64;69.15;18.02;219;22.8;5.79;5910.87;26.97;47.32;0.6465;100;100;22.34137535;22.34137535;0;4476
316270;SAO JOAO DO PARAISO;99.63;56.91;10.46;233;27.3;8.89;6218.96;25.39;45.86;0.4571;100;100;8.404420853;0;100;23797
316280;SAO JOAO EVANGELISTA;67.81;57.15;10.61;240;16.4;6.77;8949.42;23.65;64.99;0.5297;87.49;100;12.6895504;0;100;15761
316290;SAO JOAO NEPOMUCENO;47.27;21.23;1.02;536;5.3;3.79;11532.01;3.58;95.12;0.4224;65.44;65.44;22.61590576;3.769317865;100;26530
316292;SAO JOAQUIM DE BICAS;79.86;34.84;2.54;397;8.5;7.02;19215.38;2.28;72.83;0.4538;87.4;87.4;45.87717056;3.058478117;80;32696
316294;SAO JOSE DA BARRA;77.55;24.19;0.65;477;6.4;3.64;32261.85;2.93;72.2;0.505;92.92;92.92;79.6601181;13.27668571;100;7532
316295;SAO JOSE DA LAPA;47.2;30.54;1.33;432;5;7.75;20814.26;1.04;57.58;0.4483;100;100;8.16659832;0;0;24490
316300;SAO JOSE DA SAFIRA;169.39;59.85;7.61;234;23.1;4.21;7271.05;17.63;72.27;0.4783;100;100;0;0;0;4291
316310;SAO JOSE DA VARGINHA;134.15;33.12;1.71;462;6.5;3.92;17932.51;7.2;56.5;0.4909;68.94;100;19.41370583;19.41370583;0;5151
316320;SAO JOSE DO ALEGRE;100;34.11;2.76;415;9.1;6.81;7695.1;18.3;72.6;0.4773;82.22;100;0;0;0;4222
316330;SAO JOSE DO DIVINO;135.29;60.65;9.2;289;19.2;11.5;8132.46;9.72;71.07;0.5745;100;100;0;0;0;3851
316340;SAO JOSE DO GOIABAL;75;44.33;4.64;268;12.7;6.63;7330.27;18.02;65.45;0.5289;100;100;0;0;0;5356
316350;SAO JOSE DO JACURI;29.03;62.95;14.49;239;19.4;5.98;8057.05;59.77;30.61;0.4947;100;100;0;0;0;6409
316360;SAO JOSE DO MANTIMENTO;60.47;55.39;8.74;302;17.6;11.4;8552.03;13.2;55.9;0.4919;100;100;0;0;0;2821
316370;SAO LOURENCO;112.86;22.34;1.12;0;4.3;6.51;16990.49;0.34;100;0.517;75.24;84.8;42.97470856;4.297471046;92.22798157;46539
316380;SAO MIGUEL DO ANTA;55.71;50.24;7.36;286;17.5;2.61;7702;31.49;55.41;0.447;100;100;14.39056015;0;0;6949
316390;SAO PEDRO DA UNIAO;100;31.92;2;443;11.5;2.39;11688.22;27.4;55.18;0.4594;74.05;74.05;0;0;0;4563
316400;SAO PEDRO DOS FERROS;221.31;46.28;2.18;329;14;7.34;12554.32;8.51;81.18;0.4315;100;100;0;0;0;7634
316410;SAO PEDRO DO SUACUI;83.02;53.81;11.43;291;18.6;8.22;8506.71;37.39;41.33;0.485;100;100;19.37984467;0;0;5160
316420;SAO ROMAO;182.35;65.6;14.56;219;12.9;6.81;9852.34;30.86;62.95;0.5301;100;100;0;0;0;12713
316430;SAO ROQUE DE MINAS;67.95;24.92;1.66;563;9;2.23;17494.38;25.32;63.15;0.4532;97.86;97.86;28.16901398;0;100;7100
316440;SAO SEBASTIAO DA BELA VISTA;112.86;23.85;1.01;489;13.6;3.4;15463.97;6.48;58.39;0.4342;62.68;62.68;0;0;0;5598
316443;SAO SEBASTIAO DA VARGEM ALEGRE;134.48;42.62;5.04;295;11.5;6.13;11546.34;39.91;57.29;0.4217;100;100;0;0;0;3039
316447;SAO SEBASTIAO DO ANTA;89.89;55.86;10.11;261;18.4;6.32;6728.9;19.74;73.36;0.4555;100;100;0;0;0;6697
316450;SAO SEBASTIAO DO MARANHAO;86.02;69.67;21.5;208;23;3.97;5421.36;59.42;30.53;0.5435;100;100;0;0;0;9884
316460;SAO SEBASTIAO DO OESTE;103.85;22.46;0.37;480;9.6;2.26;47523.43;18;55.93;0.4102;100;100;0;0;0;6948
316470;SAO SEBASTIAO DO PARAISO;90.74;17.8;0.61;481;6.8;4.05;18978.16;2.04;92.26;0.4736;29.17;46.63;16.68636513;0;100;71915
316480;SAO SEBASTIAO DO RIO PRETO;75;41.26;6.81;375;13.4;5.64;10092.38;37.67;54.31;0.5052;100;100;0;0;0;1478
316490;SAO SEBASTIAO DO RIO VERDE;100;37.03;2.91;354;10.1;5.38;9193.88;20.38;62.61;0.4263;100;100;0;0;0;2259
316500;SAO TIAGO;86.33;35.82;1.27;393;7.2;2.64;10529.13;12.07;80.21;0.4477;100;100;9.108297348;0;0;10979
316510;SAO TOMAS DE AQUINO;90.91;24.94;1.48;490;10.4;3.38;11917.97;17.92;77.85;0.4319;100;100;315.1862488;14.32664776;0;6980
316520;SAO THOME DAS LETRAS;101.72;37.93;1.47;365;13.5;3.64;10820.96;14.08;57.96;0.4017;100;100;41.95217514;0;0;7151
316530;SAO VICENTE DE MINAS;138.46;42.83;6.85;252;6.1;4.18;14041.35;9.94;84.76;0.5282;100;100;0;0;0;7876
316540;SAPUCAI-MIRIM;71.05;35.09;1.93;396;10.3;4.59;12043.61;2.41;60.62;0.4466;49.78;49.78;0;0;0;7045
316550;SARDOA;69.44;59.21;11.47;240;16.7;7.55;6973.7;39.84;35.7;0.4984;54.76;54.76;62.29559326;31.14779663;0;6421
316553;SARZEDO;56.96;25.49;1.01;430;6.5;7.63;27766.69;0.67;98.91;0.4641;100;100;8.810572624;0;100;34050
316555;SETUBINHA;73.08;75.65;29.12;156;31.9;4.44;4707.62;69.02;25.74;0.549;100;100;16.00896454;0;100;12493
